idrisk,date,time,temperature,pressure,wind,humidity,weather,idname
308893,2017-06-15,19:19:59,8.6,1022,0,99,Fog,Zone 4
539944,2017-06-17,19:49:18,16,1013,18,93,Precipitation,Zone 4
428862,2017-06-15,12:34:35,16,1013,18,93,Drizzle,Zone 5
192544,2017-06-17,14:16:21,8.6,1022,0,99,Fog,Zone 4
122044,2017-06-14,06:09:36,16,1013,18,93,Rain,Zone 6
506647,2017-06-16,05:59:03,16,1013,18,93,Precipitation,Zone 5
278435,2017-06-14,08:43:14,8.6,1022,0,99,Fog,Zone 4
397566,2017-06-14,01:00:50,16,1013,18,93,Drizzle,Zone 6
522615,2017-06-17,00:08:03,16,1013,18,93,Precipitation,Zone 1
351281,2017-06-17,19:29:44,16,1013,18,93,Drizzle,Zone 2
195871,2017-06-17,18:03:36,8.6,1022,0,99,Fog,Zone 6
413069,2017-06-14,18:37:35,16,1013,18,93,Drizzle,Zone 5
520004,2017-06-16,21:09:33,16,1013,18,93,Precipitation,Zone 5
210737,2017-06-18,10:56:51,8.6,1022,0,99,Fog,Zone 8
115533,2017-06-13,22:45:36,16,1013,18,93,Rain,Zone 4
136012,2017-06-14,22:02:06,16,1013,18,93,Rain,Zone 5
408334,2017-06-14,13:15:05,16,1013,18,93,Drizzle,Zone 7
249530,2017-06-12,23:52:14,8.6,1022,0,99,Fog,Zone 5
352031,2017-06-17,20:20:44,16,1013,18,93,Drizzle,Zone 5
542497,2017-06-17,22:43:18,16,1013,18,93,Precipitation,Zone 5
182880,2017-06-17,03:17:51,8.6,1022,0,99,Fog,Zone 2
523625,2017-06-17,01:17:03,16,1013,18,93,Precipitation,Zone 4
284374,2017-06-14,15:28:14,8.6,1022,0,99,Fog,Zone 9
173404,2017-06-16,16:31:21,16,1013,18,93,Rain,Zone 6
341616,2017-06-17,08:30:29,16,1013,18,93,Drizzle,Zone 2
496680,2017-06-15,18:39:33,16,1013,18,93,Precipitation,Zone 1
203293,2017-06-18,02:29:51,8.6,1022,0,99,Fog,Zone 5
365985,2017-06-12,13:07:35,16,1013,18,93,Drizzle,Zone 5
69783,2017-06-11,18:46:21,8.6,1022,0,99,Fog,Zone 5
179912,2017-06-16,23:55:21,8.6,1022,0,99,Fog,Zone 4
165167,2017-06-16,07:10:21,16,1013,18,93,Rain,Zone 6
237200,2017-06-12,09:51:29,8.6,1022,0,99,Fog,Zone 1
501899,2017-06-16,00:35:48,16,1013,18,93,Precipitation,Zone 2
356329,2017-06-18,01:13:59,16,1013,18,93,Drizzle,Zone 9
251516,2017-06-13,02:07:14,8.6,1022,0,99,Fog,Zone 5
202249,2017-06-18,01:18:36,8.6,1022,0,99,Fog,Zone 5
420926,2017-06-15,03:33:05,16,1013,18,93,Drizzle,Zone 3
383587,2017-06-13,09:07:35,16,1013,18,93,Drizzle,Zone 5
200197,2017-06-17,22:58:21,8.6,1022,0,99,Fog,Zone 5
148079,2017-06-15,11:44:51,16,1013,18,93,Rain,Zone 6
476231,2017-06-14,19:25:18,16,1013,18,93,Precipitation,Zone 8
472549,2017-06-14,15:14:03,16,1013,18,93,Precipitation,Zone 5
157506,2017-06-15,22:27:36,16,1013,18,93,Rain,Zone 7
401723,2017-06-14,05:44:20,16,1013,18,93,Drizzle,Zone 5
420905,2017-06-15,03:31:35,16,1013,18,93,Drizzle,Zone 3
275762,2017-06-14,05:40:59,8.6,1022,0,99,Fog,Zone 5
364672,2017-06-12,11:37:35,16,1013,18,93,Drizzle,Zone 5
440787,2017-06-16,02:07:35,16,1013,18,93,Drizzle,Zone 8
497953,2017-06-15,20:06:33,16,1013,18,93,Precipitation,Zone 2
123538,2017-06-14,07:51:36,16,1013,18,93,Rain,Zone 1
197457,2017-06-17,19:51:36,8.6,1022,0,99,Fog,Zone 8
511641,2017-06-16,11:39:33,16,1013,18,93,Precipitation,Zone 8
489688,2017-06-15,10:42:33,16,1013,18,93,Precipitation,Zone 6
135266,2017-06-14,21:11:06,16,1013,18,93,Rain,Zone 5
95242,2017-06-12,23:42:36,16,1013,18,93,Rain,Zone 5
331300,2017-06-16,20:47:44,16,1013,18,93,Drizzle,Zone 5
429953,2017-06-15,13:48:50,16,1013,18,93,Drizzle,Zone 2
386967,2017-06-13,12:57:50,16,1013,18,93,Drizzle,Zone 8
108958,2017-06-13,15:17:51,16,1013,18,93,Rain,Zone 5
253769,2017-06-13,04:40:59,8.6,1022,0,99,Fog,Zone 7
229152,2017-06-12,00:42:29,8.6,1022,0,99,Fog,Zone 8
518222,2017-06-16,19:08:03,16,1013,18,93,Precipitation,Zone 8
183056,2017-06-17,03:29:51,8.6,1022,0,99,Fog,Zone 2
220062,2017-06-18,21:32:51,8.6,1022,0,99,Fog,Zone 6
182816,2017-06-17,03:13:21,8.6,1022,0,99,Fog,Zone 2
368130,2017-06-12,23:59:44,16,1013,18,93,Drizzle,Zone 5
433975,2017-06-15,18:23:20,16,1013,18,93,Drizzle,Zone 8
381108,2017-06-13,06:18:50,16,1013,18,93,Drizzle,Zone 7
253286,2017-06-13,04:07:59,8.6,1022,0,99,Fog,Zone 7
506401,2017-06-16,05:42:33,16,1013,18,93,Precipitation,Zone 5
70910,2017-06-11,20:03:36,8.6,1022,0,99,Fog,Zone 4
334570,2017-06-17,00:30:29,16,1013,18,93,Drizzle,Zone 6
139248,2017-06-15,01:42:36,16,1013,18,93,Rain,Zone 5
253919,2017-06-13,04:51:29,8.6,1022,0,99,Fog,Zone 7
98209,2017-06-13,03:04:21,16,1013,18,93,Rain,Zone 4
316163,2017-06-16,03:34:59,8.6,1022,0,99,Fog,Zone 6
489188,2017-06-15,10:08:48,16,1013,18,93,Precipitation,Zone 5
339470,2017-06-17,06:04:14,16,1013,18,93,Drizzle,Zone 5
360591,2017-06-18,06:04:14,16,1013,18,93,Drizzle,Zone 8
159970,2017-06-16,01:15:36,16,1013,18,93,Rain,Zone 2
214788,2017-06-18,15:33:36,8.6,1022,0,99,Fog,Zone 2
257247,2017-06-13,08:37:59,8.6,1022,0,99,Fog,Zone 4
448794,2017-06-13,12:14:48,16,1013,18,93,Precipitation,Zone 3
236518,2017-06-12,09:04:59,8.6,1022,0,99,Fog,Zone 2
174819,2017-06-16,18:08:06,16,1013,18,93,Rain,Zone 9
120916,2017-06-14,04:53:06,16,1013,18,93,Rain,Zone 1
158067,2017-06-15,23:05:51,16,1013,18,93,Rain,Zone 5
412833,2017-06-14,18:21:50,16,1013,18,93,Drizzle,Zone 5
60631,2017-06-16,00:59:18,16,1012,20,98,Overcast,Zone 6
238950,2017-06-12,11:50:44,8.6,1022,0,99,Fog,Zone 5
252762,2017-06-13,03:32:44,8.6,1022,0,99,Fog,Zone 5
85246,2017-06-12,12:20:51,16,1013,18,93,Rain,Zone 2
174239,2017-06-16,17:28:21,16,1013,18,93,Rain,Zone 5
424010,2017-06-15,07:03:50,16,1013,18,93,Drizzle,Zone 5
321148,2017-06-16,09:15:29,8.6,1022,0,99,Fog,Zone 9
342252,2017-06-17,09:13:59,16,1013,18,93,Drizzle,Zone 2
130860,2017-06-14,16:11:06,16,1013,18,93,Rain,Zone 5
405803,2017-06-14,10:22:35,16,1013,18,93,Drizzle,Zone 4
83332,2017-06-12,10:10:21,16,1013,18,93,Rain,Zone 5
188428,2017-06-17,09:35:51,8.6,1022,0,99,Fog,Zone 4
303168,2017-06-15,12:49:14,8.6,1022,0,99,Fog,Zone 9
265587,2017-06-13,18:07:14,8.6,1022,0,99,Fog,Zone 2
288889,2017-06-14,20:35:44,8.6,1022,0,99,Fog,Zone 5
366215,2017-06-12,13:23:20,16,1013,18,93,Drizzle,Zone 2
123185,2017-06-14,07:27:36,16,1013,18,93,Rain,Zone 3
169845,2017-06-16,12:29:06,16,1013,18,93,Rain,Zone 5
336266,2017-06-17,02:25:59,16,1013,18,93,Drizzle,Zone 5
355230,2017-06-17,23:58:59,16,1013,18,93,Drizzle,Zone 6
276993,2017-06-14,07:04:59,8.6,1022,0,99,Fog,Zone 5
451947,2017-06-13,15:49:18,16,1013,18,93,Precipitation,Zone 5
157418,2017-06-15,22:21:36,16,1013,18,93,Rain,Zone 4
365093,2017-06-12,12:06:50,16,1013,18,93,Drizzle,Zone 5
127174,2017-06-14,11:59:51,16,1013,18,93,Rain,Zone 1
94150,2017-06-12,22:27:36,16,1013,18,93,Rain,Zone 9
204512,2017-06-18,03:52:21,8.6,1022,0,99,Fog,Zone 7
291174,2017-06-14,23:11:44,8.6,1022,0,99,Fog,Zone 5
181416,2017-06-17,01:38:06,8.6,1022,0,99,Fog,Zone 2
481485,2017-06-15,01:23:48,16,1013,18,93,Precipitation,Zone 5
78995,2017-06-12,05:14:51,16,1013,18,93,Rain,Zone 4
392959,2017-06-13,19:46:35,16,1013,18,93,Drizzle,Zone 7
129602,2017-06-14,14:44:51,16,1013,18,93,Rain,Zone 4
187866,2017-06-17,08:57:36,8.6,1022,0,99,Fog,Zone 1
86170,2017-06-12,13:23:51,16,1013,18,93,Rain,Zone 5
546768,2017-06-18,03:35:03,16,1013,18,93,Precipitation,Zone 5
447239,2017-06-13,10:28:18,16,1013,18,93,Precipitation,Zone 5
226465,2017-06-11,21:39:29,8.6,1022,0,99,Fog,Zone 5
300442,2017-06-15,09:43:14,8.6,1022,0,99,Fog,Zone 5
192369,2017-06-17,14:04:21,8.6,1022,0,99,Fog,Zone 4
113807,2017-06-13,20:47:51,16,1013,18,93,Rain,Zone 2
353414,2017-06-17,21:55:14,16,1013,18,93,Drizzle,Zone 2
282523,2017-06-14,13:21:29,8.6,1022,0,99,Fog,Zone 1
478991,2017-06-14,22:33:33,16,1013,18,93,Precipitation,Zone 3
533100,2017-06-17,12:02:48,16,1013,18,93,Precipitation,Zone 4
96488,2017-06-13,01:07:21,16,1013,18,93,Rain,Zone 4
518297,2017-06-16,19:13:18,16,1013,18,93,Precipitation,Zone 8
150521,2017-06-15,14:31:21,16,1013,18,93,Rain,Zone 8
151846,2017-06-15,16:02:06,16,1013,18,93,Rain,Zone 9
354671,2017-06-17,23:20:44,16,1013,18,93,Drizzle,Zone 8
64369,2017-06-11,17:14:50,16,1013,18,93,Rain,Zone 9
529319,2017-06-17,07:44:48,16,1013,18,93,Precipitation,Zone 5
208035,2017-06-18,07:53:06,8.6,1022,0,99,Fog,Zone 5
210542,2017-06-18,10:44:06,8.6,1022,0,99,Fog,Zone 8
427686,2017-06-15,11:14:20,16,1013,18,93,Drizzle,Zone 8
326197,2017-06-16,14:59:44,8.6,1022,0,99,Fog,Zone 6
401839,2017-06-14,05:51:50,16,1013,18,93,Drizzle,Zone 5
293065,2017-06-15,01:20:44,8.6,1022,0,99,Fog,Zone 5
91708,2017-06-12,19:41:06,16,1013,18,93,Rain,Zone 3
114287,2017-06-13,21:20:51,16,1013,18,93,Rain,Zone 5
164283,2017-06-16,06:09:36,16,1013,18,93,Rain,Zone 8
242252,2017-06-12,15:35:44,8.6,1022,0,99,Fog,Zone 2
436023,2017-06-15,20:42:50,16,1013,18,93,Drizzle,Zone 5
271057,2017-06-14,00:19:59,8.6,1022,0,99,Fog,Zone 9
171514,2017-06-16,14:23:06,16,1013,18,93,Rain,Zone 8
142912,2017-06-15,05:52:21,16,1013,18,93,Rain,Zone 4
381462,2017-06-13,06:42:50,16,1013,18,93,Drizzle,Zone 7
328485,2017-06-16,17:35:44,8.6,1022,0,99,Fog,Zone 2
301490,2017-06-15,10:55:14,8.6,1022,0,99,Fog,Zone 5
266156,2017-06-13,18:45:29,8.6,1022,0,99,Fog,Zone 5
190313,2017-06-17,11:44:51,8.6,1022,0,99,Fog,Zone 4
494241,2017-06-15,15:53:03,16,1013,18,93,Precipitation,Zone 5
309912,2017-06-15,20:28:59,8.6,1022,0,99,Fog,Zone 8
493501,2017-06-15,15:02:48,16,1013,18,93,Precipitation,Zone 9
488536,2017-06-15,09:24:33,16,1013,18,93,Precipitation,Zone 8
257630,2017-06-13,09:04:14,8.6,1022,0,99,Fog,Zone 1
202067,2017-06-18,01:05:51,8.6,1022,0,99,Fog,Zone 5
402563,2017-06-14,06:41:20,16,1013,18,93,Drizzle,Zone 5
103171,2017-06-13,08:43:21,16,1013,18,93,Rain,Zone 5
232268,2017-06-12,04:15:29,8.6,1022,0,99,Fog,Zone 5
340824,2017-06-17,07:36:29,16,1013,18,93,Drizzle,Zone 2
521824,2017-06-16,23:14:03,16,1013,18,93,Precipitation,Zone 2
381524,2017-06-13,06:46:35,16,1013,18,93,Drizzle,Zone 7
489676,2017-06-15,10:41:48,16,1013,18,93,Precipitation,Zone 6
498077,2017-06-15,20:14:48,16,1013,18,93,Precipitation,Zone 2
75794,2017-06-12,01:36:36,16,1013,18,93,Rain,Zone 5
135360,2017-06-14,21:17:51,16,1013,18,93,Rain,Zone 5
501870,2017-06-16,00:33:33,16,1013,18,93,Precipitation,Zone 2
324511,2017-06-16,13:04:14,8.6,1022,0,99,Fog,Zone 6
373115,2017-06-12,21:13:35,16,1013,18,93,Drizzle,Zone 6
376426,2017-06-13,00:59:20,16,1013,18,93,Drizzle,Zone 2
142913,2017-06-15,05:52:21,16,1013,18,93,Rain,Zone 4
480439,2017-06-15,00:12:33,16,1013,18,93,Precipitation,Zone 5
120192,2017-06-14,04:03:36,16,1013,18,93,Rain,Zone 1
260438,2017-06-13,12:16:14,8.6,1022,0,99,Fog,Zone 4
294956,2017-06-15,03:29:44,8.6,1022,0,99,Fog,Zone 6
348012,2017-06-17,15:46:59,16,1013,18,93,Drizzle,Zone 2
371211,2017-06-12,19:03:50,16,1013,18,93,Drizzle,Zone 6
160887,2017-06-16,02:17:51,16,1013,18,93,Rain,Zone 5
345302,2017-06-17,12:41:44,16,1013,18,93,Drizzle,Zone 2
444726,2017-06-16,06:36:05,16,1013,18,93,Drizzle,Zone 7
409687,2017-06-14,14:47:20,16,1013,18,93,Drizzle,Zone 4
82743,2017-06-12,09:29:51,16,1013,18,93,Rain,Zone 2
415861,2017-06-14,21:48:05,16,1013,18,93,Drizzle,Zone 7
174224,2017-06-16,17:27:36,16,1013,18,93,Rain,Zone 5
113118,2017-06-13,20:01:21,16,1013,18,93,Rain,Zone 2
333137,2017-06-16,22:52:59,16,1013,18,93,Drizzle,Zone 8
220341,2017-06-18,21:51:36,8.6,1022,0,99,Fog,Zone 6
453203,2017-06-13,17:15:33,16,1013,18,93,Precipitation,Zone 8
239263,2017-06-12,12:12:29,8.6,1022,0,99,Fog,Zone 6
260718,2017-06-13,12:34:59,8.6,1022,0,99,Fog,Zone 7
538038,2017-06-17,17:39:33,16,1013,18,93,Precipitation,Zone 4
80573,2017-06-12,07:02:06,16,1013,18,93,Rain,Zone 5
504322,2017-06-16,03:20:48,16,1013,18,93,Precipitation,Zone 6
81775,2017-06-12,08:23:51,16,1013,18,93,Rain,Zone 1
547658,2017-06-18,04:35:03,16,1013,18,93,Precipitation,Zone 5
170270,2017-06-16,12:57:36,16,1013,18,93,Rain,Zone 5
87880,2017-06-12,15:20:06,16,1013,18,93,Rain,Zone 6
403148,2017-06-14,07:21:05,16,1013,18,93,Drizzle,Zone 4
525416,2017-06-17,03:18:33,16,1013,18,93,Precipitation,Zone 4
450492,2017-06-13,14:10:18,16,1013,18,93,Precipitation,Zone 3
161455,2017-06-16,02:56:51,16,1013,18,93,Rain,Zone 5
162284,2017-06-16,03:53:06,16,1013,18,93,Rain,Zone 5
542769,2017-06-17,23:02:03,16,1013,18,93,Precipitation,Zone 5
256857,2017-06-13,08:11:44,8.6,1022,0,99,Fog,Zone 4
332140,2017-06-16,21:44:44,16,1013,18,93,Drizzle,Zone 8
217323,2017-06-18,18:26:06,8.6,1022,0,99,Fog,Zone 8
340924,2017-06-17,07:43:14,16,1013,18,93,Drizzle,Zone 2
484416,2017-06-15,04:43:18,16,1013,18,93,Precipitation,Zone 5
437951,2017-06-15,22:54:05,16,1013,18,93,Drizzle,Zone 8
304484,2017-06-15,14:19:14,8.6,1022,0,99,Fog,Zone 9
177602,2017-06-16,21:17:51,16,1013,18,93,Rain,Zone 3
391643,2017-06-13,18:16:35,16,1013,18,93,Drizzle,Zone 8
138827,2017-06-15,01:14:06,16,1013,18,93,Rain,Zone 5
279081,2017-06-14,09:26:44,8.6,1022,0,99,Fog,Zone 7
374095,2017-06-12,22:20:20,16,1013,18,93,Drizzle,Zone 8
427503,2017-06-15,11:01:35,16,1013,18,93,Drizzle,Zone 8
95207,2017-06-12,23:40:21,16,1013,18,93,Rain,Zone 5
502987,2017-06-16,01:49:18,16,1013,18,93,Precipitation,Zone 1
245414,2017-06-12,19:11:44,8.6,1022,0,99,Fog,Zone 2
245413,2017-06-12,19:11:44,8.6,1022,0,99,Fog,Zone 2
116100,2017-06-13,23:24:36,16,1013,18,93,Rain,Zone 1
263468,2017-06-13,15:42:29,8.6,1022,0,99,Fog,Zone 4
236898,2017-06-12,09:31:14,8.6,1022,0,99,Fog,Zone 2
507016,2017-06-16,06:24:33,16,1013,18,93,Precipitation,Zone 5
325558,2017-06-16,14:16:14,8.6,1022,0,99,Fog,Zone 6
213193,2017-06-18,13:44:51,8.6,1022,0,99,Fog,Zone 5
253057,2017-06-13,03:52:59,8.6,1022,0,99,Fog,Zone 7
354226,2017-06-17,22:50:44,16,1013,18,93,Drizzle,Zone 8
94004,2017-06-12,22:17:51,16,1013,18,93,Rain,Zone 9
426820,2017-06-15,10:15:05,16,1013,18,93,Drizzle,Zone 5
465705,2017-06-14,07:27:33,16,1013,18,93,Precipitation,Zone 4
351051,2017-06-17,19:13:59,16,1013,18,93,Drizzle,Zone 2
181154,2017-06-17,01:20:06,8.6,1022,0,99,Fog,Zone 5
211052,2017-06-18,11:18:36,8.6,1022,0,99,Fog,Zone 8
526997,2017-06-17,05:06:33,16,1013,18,93,Precipitation,Zone 7
386057,2017-06-13,11:55:35,16,1013,18,93,Drizzle,Zone 5
317170,2017-06-16,04:43:59,8.6,1022,0,99,Fog,Zone 5
153405,2017-06-15,17:47:51,16,1013,18,93,Rain,Zone 9
341166,2017-06-17,07:59:44,16,1013,18,93,Drizzle,Zone 2
305887,2017-06-15,15:54:29,8.6,1022,0,99,Fog,Zone 5
131053,2017-06-14,16:23:51,16,1013,18,93,Rain,Zone 5
213253,2017-06-18,13:48:36,8.6,1022,0,99,Fog,Zone 5
203214,2017-06-18,02:23:51,8.6,1022,0,99,Fog,Zone 5
238500,2017-06-12,11:19:59,8.6,1022,0,99,Fog,Zone 2
540132,2017-06-17,20:02:03,16,1013,18,93,Precipitation,Zone 5
544392,2017-06-18,00:53:03,16,1013,18,93,Precipitation,Zone 5
177107,2017-06-16,20:44:06,16,1013,18,93,Rain,Zone 5
259092,2017-06-13,10:43:59,8.6,1022,0,99,Fog,Zone 4
295760,2017-06-15,04:24:29,8.6,1022,0,99,Fog,Zone 9
112206,2017-06-13,18:59:06,16,1013,18,93,Rain,Zone 2
397722,2017-06-14,01:11:20,16,1013,18,93,Drizzle,Zone 6
198447,2017-06-17,20:59:06,8.6,1022,0,99,Fog,Zone 8
292799,2017-06-15,01:01:59,8.6,1022,0,99,Fog,Zone 8
443873,2017-06-16,05:37:35,16,1013,18,93,Drizzle,Zone 7
135576,2017-06-14,21:32:06,16,1013,18,93,Rain,Zone 5
399916,2017-06-14,03:40:35,16,1013,18,93,Drizzle,Zone 6
86807,2017-06-12,14:07:21,16,1013,18,93,Rain,Zone 5
124154,2017-06-14,08:33:36,16,1013,18,93,Rain,Zone 5
293126,2017-06-15,01:24:29,8.6,1022,0,99,Fog,Zone 5
173739,2017-06-16,16:54:36,16,1013,18,93,Rain,Zone 3
102499,2017-06-13,07:56:51,16,1013,18,93,Rain,Zone 2
321820,2017-06-16,10:01:14,8.6,1022,0,99,Fog,Zone 9
275390,2017-06-14,05:15:29,8.6,1022,0,99,Fog,Zone 5
524299,2017-06-17,02:02:48,16,1013,18,93,Precipitation,Zone 4
137184,2017-06-14,23:22:21,16,1013,18,93,Rain,Zone 4
416521,2017-06-14,22:33:05,16,1013,18,93,Drizzle,Zone 5
151890,2017-06-15,16:05:06,16,1013,18,93,Rain,Zone 9
113194,2017-06-13,20:06:36,16,1013,18,93,Rain,Zone 2
105008,2017-06-13,10:48:36,16,1013,18,93,Rain,Zone 7
167951,2017-06-16,10:20:06,16,1013,18,93,Rain,Zone 6
359589,2017-06-18,04:55:59,16,1013,18,93,Drizzle,Zone 8
63556,2017-06-11,16:19:20,16,1013,18,93,Rain,Zone 5
516250,2017-06-16,16:53:48,16,1013,18,93,Precipitation,Zone 7
484491,2017-06-15,04:48:33,16,1013,18,93,Precipitation,Zone 5
429608,2017-06-15,13:25:35,16,1013,18,93,Drizzle,Zone 5
235941,2017-06-12,08:25:59,8.6,1022,0,99,Fog,Zone 2
367250,2017-06-12,14:33:50,16,1013,18,93,Drizzle,Zone 5
161073,2017-06-16,02:30:36,16,1013,18,93,Rain,Zone 5
232116,2017-06-12,04:04:59,8.6,1022,0,99,Fog,Zone 5
471579,2017-06-14,14:08:03,16,1013,18,93,Precipitation,Zone 5
94744,2017-06-12,23:08:06,16,1013,18,93,Rain,Zone 8
447985,2017-06-13,11:19:18,16,1013,18,93,Precipitation,Zone 4
202200,2017-06-18,01:14:51,8.6,1022,0,99,Fog,Zone 5
333669,2017-06-16,23:28:59,16,1013,18,93,Drizzle,Zone 8
302637,2017-06-15,12:13:14,8.6,1022,0,99,Fog,Zone 9
296920,2017-06-15,05:43:14,8.6,1022,0,99,Fog,Zone 9
350876,2017-06-17,19:01:59,16,1013,18,93,Drizzle,Zone 2
443033,2017-06-16,04:40:35,16,1013,18,93,Drizzle,Zone 4
358131,2017-06-18,03:16:59,16,1013,18,93,Drizzle,Zone 5
386252,2017-06-13,12:09:05,16,1013,18,93,Drizzle,Zone 8
519283,2017-06-16,20:20:48,16,1013,18,93,Precipitation,Zone 5
140173,2017-06-15,02:45:36,16,1013,18,93,Rain,Zone 4
179490,2017-06-16,23:26:51,8.6,1022,0,99,Fog,Zone 4
187054,2017-06-17,08:02:06,8.6,1022,0,99,Fog,Zone 4
106601,2017-06-13,12:36:36,16,1013,18,93,Rain,Zone 7
443506,2017-06-16,05:12:50,16,1013,18,93,Drizzle,Zone 7
289411,2017-06-14,21:10:59,8.6,1022,0,99,Fog,Zone 6
390623,2017-06-13,17:07:35,16,1013,18,93,Drizzle,Zone 8
458683,2017-06-13,23:29:03,16,1013,18,93,Precipitation,Zone 2
144020,2017-06-15,07:08:06,16,1013,18,93,Rain,Zone 5
490098,2017-06-15,11:11:03,16,1013,18,93,Precipitation,Zone 6
78980,2017-06-12,05:13:21,16,1013,18,93,Rain,Zone 1
87186,2017-06-12,14:32:51,16,1013,18,93,Rain,Zone 8
268338,2017-06-13,21:14:44,8.6,1022,0,99,Fog,Zone 6
379631,2017-06-13,04:37:35,16,1013,18,93,Drizzle,Zone 4
321643,2017-06-16,09:49:14,8.6,1022,0,99,Fog,Zone 9
535109,2017-06-17,14:20:03,16,1013,18,93,Precipitation,Zone 4
148672,2017-06-15,12:25:21,16,1013,18,93,Rain,Zone 9
134140,2017-06-14,19:54:36,16,1013,18,93,Rain,Zone 6
498573,2017-06-15,20:48:33,16,1013,18,93,Precipitation,Zone 5
325100,2017-06-16,13:44:44,8.6,1022,0,99,Fog,Zone 6
72351,2017-06-11,21:41:51,8.6,1022,0,99,Fog,Zone 6
126327,2017-06-14,11:02:06,16,1013,18,93,Rain,Zone 4
225181,2017-06-19,03:21:36,8.6,1022,0,99,Fog,Zone 2
275864,2017-06-14,05:47:44,8.6,1022,0,99,Fog,Zone 5
307047,2017-06-15,17:13:59,8.6,1022,0,99,Fog,Zone 5
247001,2017-06-12,20:59:44,8.6,1022,0,99,Fog,Zone 2
164752,2017-06-16,06:41:51,16,1013,18,93,Rain,Zone 5
544260,2017-06-18,00:44:03,16,1013,18,93,Precipitation,Zone 8
376938,2017-06-13,01:33:50,16,1013,18,93,Drizzle,Zone 2
211941,2017-06-18,12:19:21,8.6,1022,0,99,Fog,Zone 5
463179,2017-06-14,04:35:48,16,1013,18,93,Precipitation,Zone 2
356997,2017-06-18,01:59:44,16,1013,18,93,Drizzle,Zone 9
160759,2017-06-16,02:09:36,16,1013,18,93,Rain,Zone 5
94605,2017-06-12,22:59:06,16,1013,18,93,Rain,Zone 8
333038,2017-06-16,22:46:14,16,1013,18,93,Drizzle,Zone 8
305666,2017-06-15,15:39:29,8.6,1022,0,99,Fog,Zone 5
183916,2017-06-17,04:28:21,8.6,1022,0,99,Fog,Zone 2
240213,2017-06-12,13:16:59,8.6,1022,0,99,Fog,Zone 2
85716,2017-06-12,12:53:06,16,1013,18,93,Rain,Zone 5
501924,2017-06-16,00:37:18,16,1013,18,93,Precipitation,Zone 2
189783,2017-06-17,11:08:06,8.6,1022,0,99,Fog,Zone 1
218310,2017-06-18,19:33:36,8.6,1022,0,99,Fog,Zone 8
205193,2017-06-18,04:38:51,8.6,1022,0,99,Fog,Zone 5
86350,2017-06-12,13:35:51,16,1013,18,93,Rain,Zone 5
75084,2017-06-12,00:47:51,16,1013,18,93,Rain,Zone 5
464383,2017-06-14,05:57:33,16,1013,18,93,Precipitation,Zone 2
294737,2017-06-15,03:14:44,8.6,1022,0,99,Fog,Zone 5
406411,2017-06-14,11:03:50,16,1013,18,93,Drizzle,Zone 4
72918,2017-06-11,22:20:06,8.6,1022,0,99,Fog,Zone 3
95076,2017-06-12,23:31:21,16,1013,18,93,Rain,Zone 5
188620,2017-06-17,09:49:21,8.6,1022,0,99,Fog,Zone 4
358472,2017-06-18,03:40:14,16,1013,18,93,Drizzle,Zone 5
344223,2017-06-17,11:28:14,16,1013,18,93,Drizzle,Zone 2
136001,2017-06-14,22:01:21,16,1013,18,93,Rain,Zone 8
355149,2017-06-17,23:53:44,16,1013,18,93,Drizzle,Zone 5
387076,2017-06-13,13:05:20,16,1013,18,93,Drizzle,Zone 8
119305,2017-06-14,03:02:51,16,1013,18,93,Rain,Zone 4
144772,2017-06-15,07:59:06,16,1013,18,93,Rain,Zone 8
124466,2017-06-14,08:54:36,16,1013,18,93,Rain,Zone 5
204827,2017-06-18,04:14:06,8.6,1022,0,99,Fog,Zone 7
168098,2017-06-16,10:29:51,16,1013,18,93,Rain,Zone 6
330255,2017-06-16,19:36:29,8.6,1022,0,99,Fog,Zone 2
343457,2017-06-17,10:36:29,16,1013,18,93,Drizzle,Zone 5
112808,2017-06-13,19:40:21,16,1013,18,93,Rain,Zone 2
169607,2017-06-16,12:12:36,16,1013,18,93,Rain,Zone 5
341415,2017-06-17,08:16:59,16,1013,18,93,Drizzle,Zone 2
162223,2017-06-16,03:49:21,16,1013,18,93,Rain,Zone 5
290589,2017-06-14,22:31:59,8.6,1022,0,99,Fog,Zone 3
273346,2017-06-14,02:55:59,8.6,1022,0,99,Fog,Zone 2
310773,2017-06-15,21:27:29,8.6,1022,0,99,Fog,Zone 8
438446,2017-06-15,23:27:50,16,1013,18,93,Drizzle,Zone 5
290780,2017-06-14,22:44:44,8.6,1022,0,99,Fog,Zone 3
73755,2017-06-11,23:17:06,8.6,1022,0,99,Fog,Zone 2
199404,2017-06-17,22:04:21,8.6,1022,0,99,Fog,Zone 8
349243,2017-06-17,17:10:59,16,1013,18,93,Drizzle,Zone 5
338291,2017-06-17,04:43:59,16,1013,18,93,Drizzle,Zone 2
461078,2017-06-14,02:12:33,16,1013,18,93,Precipitation,Zone 5
315779,2017-06-16,03:09:29,8.6,1022,0,99,Fog,Zone 5
384367,2017-06-13,10:00:50,16,1013,18,93,Drizzle,Zone 5
358211,2017-06-18,03:22:14,16,1013,18,93,Drizzle,Zone 5
164444,2017-06-16,06:20:51,16,1013,18,93,Rain,Zone 8
66262,2017-06-11,19:23:50,16,1013,18,93,Rain,Zone 5
178044,2017-06-16,21:47:51,16,1013,18,93,Rain,Zone 3
